REFERENCE,SPECIES,ISLAND,POINT_Y,POINT_X,RESERVE,TYPE,LOCALITY,ELEV_FT,ACC,DATE_,YEAR,RECENT,CODE,M,F,NUM,COLLECTOR,COLLECTION,NOTES,RECHECKED,GROUP,SUBGROUP,Duplicate,WAYPOINT,ZONE,BAND,EASTING,NORTHING,N,W,ORDER_WITH,ORDER_OVER,TAXONOMIC_,BY_ENTERED,BY_NAME
"Montgomery, 1975",limitata,Maui,20.81053037,-156.2419391,EMI,private,Waikamoi,4000,B,8/1/72,1972,N,,,,1,,ex Clermontia stem,,,grimshawi,orphnopeza,,,,,,,,,,,,543,2203
SLM,limitata,Lanai,20.81395,-156.8795333,Lanai Company,private,Lanai,,,1/1/05,1995,Y,,,,,SLM,,,,grimshawi,orphnopeza,,,,,,,,,,,,1523,2187
"Hardy & Kaneshiro, 1968",limitata,Maui,20.81899,-156.17388,Koolau,FR,Keanae,1500,,7/21/65,1965,N,C134.4,1,1,2,,,,,grimshawi,orphnopeza,,,,,,,,,,,,770,2188
KYK database,limitata,Maui,20.81899,-156.17388,Koolau,FR,Keanae Valley,,C,12/27/66,1966,N,,,,,,,,,grimshawi,orphnopeza,,,,,,,,,,,,2577,2190
KYK database,limitata,Maui,20.81899,-156.17388,Koolau,FR,Keanae Valley,,C,6/19/67,1967,N,,,,,,,,,grimshawi,orphnopeza,,,,,,,,,,,,2579,2192
KYK database,limitata,Maui,20.82456,-156.55294,West Maui,FR,Manawainui Gulch,,,8/2/71,1971,N,,,,,,,,,grimshawi,orphnopeza,,,,,,,,,,,,2583,2197
KYK database,limitata,Maui,20.82456,-156.55294,West Maui,FR,Manawainui Gulch,,,2/4/72,1972,N,,,,,,,,,grimshawi,orphnopeza,,,,,,,,,,,,2585,2200
KYK database,limitata,Lanai,20.82662,-156.89545,Lanai Company,private,Kaiholena Gulch,,,6/6/71,1971,N,,,,,,,,,grimshawi,orphnopeza,,,,,,,,,,,,2576,2185
"Montgomery, 1975",limitata,Lanai,20.82662,-156.89545,Lanai Company,private,Kaiholena valley,2500,,11/11/71,1971,N,Q20,,2,2,,ex Pleomele stem,,,grimshawi,orphnopeza,,,,,,,,,,,,541,2186
KYK database,limitata,Maui,20.83590589,-156.5549128,West Maui,FR,Pohakea Gulch,,,4/29/72,1972,N,,,,,,,,,grimshawi,orphnopeza,,,,,,,,,,,,2587,2202
KYK database,limitata,Maui,20.84459525,-156.5551345,West Maui,FR,Hanaula,,,6/11/86,1986,N,,,,,,,,,grimshawi,orphnopeza,,,,,,,,,,,,2592,2208
UHH,limitata,Maui,20.85795,-156.55323,Waikapu,private,Waikapu Valley,,,5/1/11,2011,Y,m0416-04,,1,1,SLM,at baits,,,grimshawi,orphnopeza,,,,,,,,,1832,30,33,3869,2214
KYK database,limitata,Maui,20.88801,-156.54618,West Maui,FR,Iao Valley,,C,1/30/67,1967,N,,,,,,,,,grimshawi,orphnopeza,,,,,,,,,,,,2578,2191
"Hardy & Kaneshiro, 1968",limitata,Maui,20.92281668,-156.6012124,Puu Kukui Preserve,MLP,Haelaau,,,6/16/66,1966,N,G80B6,,,1,,,numbers unknown,,grimshawi,orphnopeza,,,,,,,,,,,,771,2189
KYK database,limitata,Maui,20.93102549,-156.6106948,Puu Kukui Preserve,MLP,Puu Kukui,,,7/20/71,1971,N,,,,,,,,,grimshawi,orphnopeza,,,,,,,,,,,,2582,2196
KYK database,limitata,Maui,20.93102549,-156.6106948,Puu Kukui Preserve,MLP,Puu Kukui,,,7/8/97,1997,Y,,,,,,,,,grimshawi,orphnopeza,,,,,,,,,,,,2595,2211
KYK database,limitata,Maui,20.93478,-156.61817,Puu Kukui Preserve,MLP,Kaulalewelewe,,,7/5/73,1973,N,,,,,,,,,grimshawi,orphnopeza,,,,,,,,,,,,2588,2204
KYK database,limitata,Maui,20.93478,-156.61817,Puu Kukui Preserve,MLP,Kaulalewelewe,,,9/26/73,1973,N,,,,,,,,,grimshawi,orphnopeza,,,,,,,,,,,,2589,2205
KYK database,limitata,Maui,20.93478,-156.61817,Puu Kukui Preserve,MLP,Kaulalewelewe,,,6/27/95,1995,Y,,,,,,,,,grimshawi,orphnopeza,,,,,,,,,,,,2593,2209
UHH,limitata,Maui,20.94109224,-156.6226995,Puu Kukui Preserve,MLP,Kahanaiki Valley,2100,A,8/18/09,2009,Y,m0102-01,,1,1,KNM,on bait sponge,,,grimshawi,orphnopeza,,KAHANAIKI,4,Q,747220.0076,2317461.98,20.94109224,-156.6226995,492,8,58,113,2213
UHH,limitata,Maui,20.947005,-156.6212796,Puu Kukui Preserve,MLP,Kahana Valley,1650,A,6/4/09,2009,Y,m0020-02,,1,1,KNM,at bait sponge nr. Pisonia,,,grimshawi,orphnopeza,,KAHANAPISO,4,Q,747358.0056,2318118.973,20.947005,-156.6212796,108,2,46,15,2212
KYK database,limitata,Molokai,21.08058,-156.85174,,private,Pia Gulch,,,1/29/73,1973,N,,,,,,,,,grimshawi,orphnopeza,,,,,,,,,,,,2600,2220
KYK database,limitata,Molokai,21.09104,-156.90716,,private,Makolelau,,,6/30/98,1998,Y,,,,,,,,,grimshawi,orphnopeza,,,,,,,,,,,,2602,2222
SLM,limitata,Molokai,21.09104,-156.90716,,private,Makolelau,2500,,2/8/00,2000,Y,,,1,1,SLM,,,,grimshawi,orphnopeza,,,,,,,,,,,,3922,2223
KYK database,limitata,Molokai,21.0946,-156.91706,Molokai,FR,Kawela Gulch,,,2/11/72,1972,N,Q082,,,7,,,,,grimshawi,orphnopeza,,,,,,,,,,,,2598,2218
KYK database,limitata,Molokai,21.10125,-156.91508,Molokai,FR,Kawela Gulch,,,7/14/71,1971,N,,,,,,,,,grimshawi,orphnopeza,y,,,,,,,,,,,2597,2217
KYK database,limitata,Molokai,21.10125,-156.91508,Molokai,FR,Kawela Gulch,,,2/11/72,1972,N,Q081,,,11,,,,,grimshawi,orphnopeza,,,,,,,,,,,,2599,2219
"Montgomery, 1975",limitata,Molokai,21.10125,-156.91508,Molokai,FR,E. Kawela Gulch,2900,,2/11/71,1971,N,,,2,1,,ex Pleomele stem,,,grimshawi,orphnopeza,,,,,,,,,,,,540,2215
"Montgomery, 1975",limitata,Molokai,21.10125,-156.91508,Molokai,FR,E. Kawela Gulch,2900,,7/14/71,1971,N,Q7,,1,1,,ex Pleomele stem,,,grimshawi,orphnopeza,,,,,,,,,,,,539,2216
KYK database,limitata,Molokai,21.11845,-156.90643,Kamakou,TNC,Hanalilolilo,,,5/7/76,1976,N,,,,,,,,,grimshawi,orphnopeza,,,,,,,,,,,,2601,2221
UHH,limitata,Molokai,21.11939,-156.934782,Kamakou,TNC,Makakupaia Gulch,2900,A,12/15/10,2010,Y,m0345-02,1,,1,DDK & SLM,in passive trap,,,grimshawi,orphnopeza,,,4,Q,714499.14,2336754.26,21.11939,-156.934782,1496,25,8,314,2224
KYK database,lineosetae,Maui,20.83590589,-156.5549128,West Maui,FR,Pohakea Gulch,,,4/13/71,1971,N,P084,,,3,,,,,grimshawi,discreta,,,,,,,,,,,,1087,2229
KYK database,lineosetae,Maui,20.84459525,-156.5551345,West Maui,FR,Hanaula,,,5/7/68,1968,N,L061,,14,14,,,,,grimshawi,discreta,,,,,,,,,,,,1085,2226
KYK database,lineosetae,Maui,20.84459525,-156.5551345,West Maui,FR,Hanaula,,,7/9/68,1968,N,L091,,5,5,,,,,grimshawi,discreta,,,,,,,,,,,,1086,2227
KYK database,lineosetae,Maui,20.84459525,-156.5551345,West Maui,FR,Hanaula,,,2/4/72,1972,N,Q079,,,,,,,,grimshawi,discreta,,,,,,,,,,,,1089,2231
KYK database,lineosetae,Maui,20.84459525,-156.5551345,West Maui,FR,Hanaula,,,6/11/86,1986,N,W094,,,,,,,,grimshawi,discreta,,,,,,,,,,,,1092,2234
KYK database,lineosetae,Maui,20.84459525,-156.5551345,West Maui,FR,Hanaula,,,6/15/99,1999,Y,Z098,,,,,,,,grimshawi,discreta,,,,,,,,,,,,1093,2235
UHH,lineosetae,Maui,20.84459525,-156.5551345,West Maui,FR,"Hanaula, Pohakea Gulch",4100,A,5/28/11,2011,Y,m0407-05,,1,1,KNM,on bait sponge,,,grimshawi,discreta,,Hanaula,4,Q,754412.0911,2306881.011,20.84459525,-156.5551345,1785,29,48,3863,2237
KYK database,lineosetae,Maui,20.91595441,-156.5936539,Puu Kukui Preserve,MLP,Puu Kukui,,,7/16/69,1969,N,,,,,,,listed in database as fasciculisetae,,grimshawi,discreta,,,,,,,,,,,,2204,2228
UHH,lineosetae,Maui,20.91595441,-156.5936539,Puu Kukui Preserve,MLP,Puu Kukui trail,4350,A,6/5/09,2009,Y,m0036-01,,2,2,KNM,on bait sponge,,,grimshawi,discreta,,TREMATS,4,Q,750283.623,2314723.203,20.91595441,-156.5936539,163,3,39,18,2236
KYK database,lineosetae,Maui,20.93102549,-156.6106948,Puu Kukui Preserve,MLP,Puu Kukui,,,7/20/71,1971,N,Q030,,,4,,,,,grimshawi,discreta,,,,,,,,,,,,1088,2230
"Hardy & Kaneshiro, 1968",lineosetae,Maui,20.93204,-156.61193,Puu Kukui Preserve,MLP,Haelaau Valley,,,1/23/67,1967,N,J57,3,1,4,,,,,grimshawi,discreta,,,,,,,,,,,,773,2225
KYK database,lineosetae,Maui,20.93478,-156.61817,Puu Kukui Preserve,MLP,Kaulalewelewe,,,7/5/73,1973,N,S015,,,,,,,,grimshawi,discreta,,,,,,,,,,,,1090,2232
KYK database,lineosetae,Maui,20.93478,-156.61817,Puu Kukui Preserve,MLP,Kaulalewelewe,,,9/26/73,1973,N,S036,,,19,,,,,grimshawi,discreta,,,,,,,,,,,,1091,2233
KYK database,liophallus,Maui,20.63019,-156.34327,Ulupalakua Ranch,private,Auwahi,,,8/5/69,1969,N,M064,14,10,24,,,,,grimshawi,odontophallus,,,,,,,,,,,,1094,2239
"Hardy & Kaneshiro, 1968",liophallus,Maui,20.64255,-156.34259,Ulupalakua Ranch,private,Auwahi,3700,,7/25/66,1966,N,J10G17,18,5,23,,collected mostly on sodom apple bushes,"some collected 27 Aug 1965, J7.3",,grimshawi,odontophallus,,,,,,,,,,,,774,2238
KYK database,liophallus,Maui,20.64255,-156.34259,Ulupalakua Ranch,private,Auwahi,,,4/21/72,1972,N,R008,,,102,,,,,grimshawi,odontophallus,,,,,,,,,,,,1102,2245
KYK database,liophallus,Maui,20.64255,-156.34259,Ulupalakua Ranch,private,Auwahi,,,7/11/74,1974,N,S093,,,,,,,,grimshawi,odontophallus,,,,,,,,,,,,1104,2247
KYK database,liophallus,Maui,20.82456,-156.55294,West Maui,FR,Manawainui Gulch,,,7/21/71,1971,N,Q032,7,5,12,,,,,grimshawi,odontophallus,,,,,,,,,,,,1096,2240
KYK database,liophallus,Maui,20.82456,-156.55294,West Maui,FR,Manawainui Gulch,,,8/2/71,1971,N,Q034,4,9,13,,,,,grimshawi,odontophallus,,,,,,,,,,,,1097,2242
KYK database,liophallus,Maui,20.82456,-156.55294,West Maui,FR,Manawainui Gulch,,,4/29/72,1972,N,R011,,3,3,,,,,grimshawi,odontophallus,,,,,,,,,,,,1103,2246
"Montgomery, 1975",liophallus,Maui,20.82456,-156.55294,West Maui,FR,"Manawainui, Hanaula",2800,,7/22/71,1971,N,Q32,,,5,,ex Pleomele stems,,,grimshawi,odontophallus,,,,,,,,,,,,546,2241
"Montgomery, 1975",liophallus,Maui,20.82456,-156.55294,West Maui,FR,"Manawainui, Hanaula",2800,,4/12/72,1972,N,P83,,,1,,ex Pleomele stems,,,grimshawi,odontophallus,,,,,,,,,,,,544,2244
KYK database,liophallus,Maui,20.83209,-156.55413,West Maui,FR,Pohakea Gulch,,,8/3/71,1971,N,Q035,5,3,8,,,,,grimshawi,odontophallus,,,,,,,,,,,,1098,2243
KYK database,liophallus,Molokai,21.0946,-156.91706,Molokai,FR,Kawela Gulch,,,2/11/72,1972,N,Q082,8,10,18,,,,,grimshawi,odontophallus,,,,,,,,,,,,1100,2252
KYK database,liophallus,Molokai,21.09671,-156.90492,,private,Makolelau,,,3/4/72,1972,N,Q093,2,1,3,,,,N,grimshawi,odontophallus,,,,,,,,,,,,1101,2253
"Montgomery, 1975",liophallus,Molokai,21.09934,-156.91836,Molokai,FR,E. Kawela Gulch,2500,,2/11/71,1971,N,Q82,,,28,,ex Pleomele stems,"paper says 2500 but same date as limitata, typo?",,grimshawi,odontophallus,,,,,,,,,,,,547,2248
KYK database,liophallus,Molokai,21.10125,-156.91508,Molokai,FR,Kawela Gulch,,,7/14/71,1971,N,Q007,,5,5,,,,,grimshawi,odontophallus,y,,,,,,,,,,,1095,2250
KYK database,liophallus,Molokai,21.10125,-156.91508,Molokai,FR,Kawela Gulch,,,2/11/72,1972,N,Q081,,,9,,,,,grimshawi,odontophallus,,,,,,,,,,,,1099,2251
"Montgomery, 1975",liophallus,Molokai,21.10125,-156.91508,Molokai,FR,Kawela Gulch,2900,,7/14/71,1971,N,Q7,,,8,,ex Pleomele stems,,,grimshawi,odontophallus,,,,,,,,,,,,545,2249
KYK database,macrothrix,Hawaii,19.11785723,-155.8129704,Manuka,NAR,Manuka Forest Reserve,,B,6/29/76,1976,N,U012,,1,1,,,,,grimshawi,macrothrix,,,,,,,,,,,,1118,2269
KYK database,macrothrix,Hawaii,19.11785723,-155.8129704,Manuka,NAR,Manuka Forest Reserve,,B,8/21/76,1976,N,U020,,,,,,,,grimshawi,macrothrix,y,,,,,,,,,,,1119,2271
UHIM,macrothrix,Hawaii,19.11785723,-155.8129704,Manuka,NAR,Manuka Forest Reserve,2300,B,8/21/76,1976,N,U20,,,4,HLC,,,,grimshawi,macrothrix,,,,,,,,,,,,823,2270
"Hardy & Kaneshiro, 1968",macrothrix,Hawaii,19.43926881,-155.3033436,Hawaii Volcanoes,NP,"Bird Park, Kilauea",,B,8/24/65,1965,N,G5.2,1,,1,,,,,grimshawi,macrothrix,,,,,,,,,,,,775,2254
KYK database,macrothrix,Hawaii,19.43926881,-155.3033436,Hawaii Volcanoes,NP,"HVNP, Bird Park",,B,8/24/65,1965,N,G005,1,1,2,,,,,grimshawi,macrothrix,y,,,,,,,,,,,1105,2255
KYK database,macrothrix,Hawaii,19.43926881,-155.3033436,Hawaii Volcanoes,NP,"HVNP, Bird Park",,B,8/15/68,1968,N,M007,,1,1,,,,,grimshawi,macrothrix,,,,,,,,,,,,1106,2256
KYK database,macrothrix,Hawaii,19.43926881,-155.3033436,Hawaii Volcanoes,NP,"HVNP, Bird Park",,B,7/11/69,1969,N,M054,,3,3,,,,,grimshawi,macrothrix,,,,,,,,,,,,1107,2257
"Montgomery, 1975",macrothrix,Hawaii,19.43926881,-155.3033436,Hawaii Volcanoes,NP,Kipuka Puaulu,4000,B,7/29/69,1969,N,,,,1,,ex Pisonia stems,,,grimshawi,macrothrix,,,,,,,,,,,,548,2258
BPBM,macrothrix,Hawaii,19.46034866,-155.2473139,Hawaii Volcanoes,NP,Olaa,3800,A,9/21/76,1976,N,,,,8,WPM,,,,grimshawi,macrothrix,,,,,,,,,,,,3895,2272
KYK database,macrothrix,Hawaii,19.46034866,-155.2473139,Hawaii Volcanoes,NP,"Olaa Forest Reserve, Wright Road",,B,4/8/71,1971,N,P079,,1,1,,,,,grimshawi,macrothrix,,,,,,,,,,,,1109,2260
KYK database,macrothrix,Hawaii,19.46034866,-155.2473139,Hawaii Volcanoes,NP,Olaa Forest Reserve,,B,6/23/71,1971,N,P105,,7,7,,,,,grimshawi,macrothrix,,,,,,,,,,,,1110,2261
KYK database,macrothrix,Hawaii,19.46034866,-155.2473139,Hawaii Volcanoes,NP,"Olaa Forest Reserve, Wright Road",,B,9/22/71,1971,N,Q043,,10,10,,,,,grimshawi,macrothrix,,,,,,,,,,,,1111,2262
KYK database,macrothrix,Hawaii,19.46034866,-155.2473139,Hawaii Volcanoes,NP,"Olaa Forest Reserve, Wright Road",,B,9/28/71,1971,N,Q049,,11,11,,,,,grimshawi,macrothrix,,,,,,,,,,,,1112,2263
KYK database,macrothrix,Hawaii,19.46034866,-155.2473139,Hawaii Volcanoes,NP,Olaa Forest Reserve,,B,9/29/71,1971,N,Q050,,1,1,,,,,grimshawi,macrothrix,,,,,,,,,,,,1113,2264
KYK database,macrothrix,Hawaii,19.46034866,-155.2473139,Hawaii Volcanoes,NP,Olaa Forest Reserve,,B,12/8/71,1971,N,Q055,1,2,3,,,,,grimshawi,macrothrix,,,,,,,,,,,,1114,2265
KYK database,macrothrix,Hawaii,19.46034866,-155.2473139,Hawaii Volcanoes,NP,Olaa Forest Reserve,,B,1/20/72,1972,N,Q071,3,5,8,,,,,grimshawi,macrothrix,,,,,,,,,,,,1115,2266
KYK database,macrothrix,Hawaii,19.46034866,-155.2473139,Hawaii Volcanoes,NP,"Olaa Forest Reserve, Wright Road",,B,12/16/72,1972,N,R069,4,1,5,,,,,grimshawi,macrothrix,,,,,,,,,,,,1116,2267
KYK database,macrothrix,Hawaii,19.46034866,-155.2473139,Hawaii Volcanoes,NP,"Olaa Tract, Pole 44",,A,5/12/76,1976,N,U006,,,,,,,,grimshawi,macrothrix,,,,,,,,,,,,1117,2268
KYK database,macrothrix,Hawaii,19.46034866,-155.2473139,Hawaii Volcanoes,NP,"Olaa Tract, Pole 44",,A,9/25/78,1978,N,U064,,,,,,,,grimshawi,macrothrix,,,,,,,,,,,,1120,2273
KYK database,macrothrix,Hawaii,19.46034866,-155.2473139,Hawaii Volcanoes,NP,"Olaa Tract, Pole 46",,A,12/28/79,1979,N,U092,,,,,,,,grimshawi,macrothrix,,,,,,,,,,,,1121,2274
KYK database,macrothrix,Hawaii,19.46034866,-155.2473139,Hawaii Volcanoes,NP,"Olaa Tract, Pole 44",,A,7/26/80,1980,N,W007,,,2,,,,,grimshawi,macrothrix,,,,,,,,,,,,1122,2275
KYK database,macrothrix,Hawaii,19.46034866,-155.2473139,Hawaii Volcanoes,NP,"Olaa Tract, Pole 44",,A,4/28/81,1981,N,W016,,9,40,,,,,grimshawi,macrothrix,,,,,,,,,,,,1123,2276
KYK database,macrothrix,Hawaii,19.46034866,-155.2473139,Hawaii Volcanoes,NP,"Olaa Tract, Pole 44",,A,7/11/81,1981,N,W017,,,10,,,,,grimshawi,macrothrix,,,,,,,,,,,,1124,2277
KYK database,macrothrix,Hawaii,19.46034866,-155.2473139,Hawaii Volcanoes,NP,"Olaa Tract, Pole 44",,A,2/12/86,1986,N,W080,,,34,,,,,grimshawi,macrothrix,,,,,,,,,,,,1125,2279
KYK database,macrothrix,Hawaii,19.46034866,-155.2473139,Hawaii Volcanoes,NP,"Olaa Tract, Pole 44",,A,6/9/86,1986,N,W092,,,10,,,,,grimshawi,macrothrix,,,,,,,,,,,,1126,2280
KYK database,macrothrix,Hawaii,19.46034866,-155.2473139,Hawaii Volcanoes,NP,"Olaa Tract, Pole 44",,A,6/23/86,1986,N,W096,,,11,,,,,grimshawi,macrothrix,,,,,,,,,,,,1127,2281
KYK database,macrothrix,Hawaii,19.46034866,-155.2473139,Hawaii Volcanoes,NP,"Olaa Tract, Pole 44",,A,11/21/96,1996,Y,Z020,,,,,,,,grimshawi,macrothrix,,,,,,,,,,,,1128,2282
KYK database,macrothrix,Hawaii,19.46034866,-155.2473139,Hawaii Volcanoes,NP,Olaa Forest Reserve,,A,10/29/98,1998,Y,Z074,1,,1,,,,,grimshawi,macrothrix,,,,,,,,,,,,1129,2283
KYK database,macrothrix,Hawaii,19.46034866,-155.2473139,Hawaii Volcanoes,NP,"Olaa Tract, Pole 44",,A,8/19/99,1999,Y,Z105,1,1,2,,,,,grimshawi,macrothrix,,,,,,,,,,,,1130,2284
UHH,macrothrix,Hawaii,19.46034866,-155.2473139,Hawaii Volcanoes,NP,"Olaa Small Tract, pole 44",3800,A,1/1/10,2010,Y,m0182-05,5,,5,KNM,on bait sponge,,,grimshawi,macrothrix,,Pole 44,5,Q,264081.1144,2153307.261,19.46034866,-155.2473139,855,14,49,187,2285
UHH,macrothrix,Hawaii,19.46034866,-155.2473139,Hawaii Volcanoes,NP,"Olaa Small Tract, pole 44",3800,A,1/29/11,2011,Y,m0372-01,1,,1,KNM,on bait sponge,,,grimshawi,macrothrix,,Pole 44,5,Q,264081.1144,2153307.261,19.46034866,-155.2473139,1604,26,53,3845,2286
UHH,macrothrix,Hawaii,19.50426246,-155.8693983,Kealakekua,private,Kealakekua Ranch,3300,A,3/16/12,2012,Y,m0476-01,,1,,KNM,on Charpentiera,pinned,,grimshawi,macrothrix,,,,,,,,,,,,3981,2287
UHIM,macrothrix,Hawaii,19.55214,-155.9197,KSBE,private,Honalo,2000,B,8/29/81,1981,N,,,,3,SLM,Nick Mitchell's cabin,,,grimshawi,macrothrix,,,,,,,,,,,,813,2278
KYK database,macrothrix,Hawaii,19.95761,-155.28091,Hilo,FR,Laupahoehoe Forest Reserve,,C,1/5/70,1970,N,M091,,15,15,,,,,grimshawi,macrothrix,,,,,,,,,,,,1108,2259
KYK database,melanocephala,Maui,20.68575464,-156.0783637,Haleakala,NP,Kipahulu Valley,,C,8/2/67,1967,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2606,2292
KYK database,melanocephala,Maui,20.68575464,-156.0783637,Haleakala,NP,Kipahulu Valley,,C,8/7/67,1967,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2607,2293
KYK database,melanocephala,Maui,20.68575464,-156.0783637,Haleakala,NP,Kipahulu Valley,,C,8/23/67,1967,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2611,2297
KYK database,melanocephala,Maui,20.70423342,-156.1010808,Haleakala,NP,Kipahulu Valley,,,8/16/67,1967,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2608,2294
KYK database,melanocephala,Maui,20.70936,-156.1087,Haleakala,NP,Kipahulu Valley,,,8/17/67,1967,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2609,2295
KYK database,melanocephala,Maui,20.70936,-156.1087,Haleakala,NP,Kipahulu Valley,,,8/18/67,1967,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2610,2296
"Montgomery, 1975",melanocephala,Maui,20.70946,-156.03095,Hana,FR,Waihoi,1900,,6/11/72,1972,N,R22,,,12,,ex Tetraplasandra oahuensis bark,,,planitibia,cyrtoloma,,,,,,,,,,,,549,2320
"Montgomery, 1975",melanocephala,Maui,20.71184854,-156.041752,Hana,FR,Waihoi,2200,,7/13/72,1972,N,R33,,,2,,ex Tetraplasandra oahuensis bark,,,planitibia,cyrtoloma,,,,,,,,,,,,550,2321
UHH,melanocephala,Maui,20.73591859,-156.0669656,Hana,FR,Waihoi rim,4300,A,5/24/11,2011,Y,m0395-02,,1,1,KNM,on bait sponge,,,planitibia,cyrtoloma,,Waihoi Rim W2,4,Q,805460.3718,2295691.363,20.73591859,-156.0669656,1741,29,4,3875,2360
KYK database,melanocephala,Maui,20.80208,-156.25465,Waikamoi,TNC,Ukulele Camp Trail,,,4/8/69,1969,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2626,2312
UHH,melanocephala,Maui,20.80948832,-156.2243748,EMI,private,Waikamoi flume,4300,A,12/21/10,2010,Y,m0362-02,,1,1,KNM,on bait sponge,,,planitibia,cyrtoloma,,Maui 19,4,Q,788916.941,2303550.941,20.80948832,-156.2243748,1569,26,19,338,2358
"Hardy, 1966",melanocephala,Maui,20.81053037,-156.2419391,EMI,private,Waikamoi,4000,B,7/10/64,1964,N,,2,1,3,,,,,planitibia,cyrtoloma,,,,,,,,,,,,743,2288
KYK database,melanocephala,Maui,20.81053037,-156.2419391,EMI,private,Waikamoi,,B,8/24/65,1965,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2603,2289
KYK database,melanocephala,Maui,20.81053037,-156.2419391,EMI,private,Waikamoi,,B,8/8/66,1966,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2604,2290
KYK database,melanocephala,Maui,20.81053037,-156.2419391,EMI,private,Waikamoi,,B,7/29/67,1967,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2605,2291
KYK database,melanocephala,Maui,20.81053037,-156.2419391,EMI,private,Waikamoi,,B,10/13/67,1967,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2612,2298
KYK database,melanocephala,Maui,20.81053037,-156.2419391,EMI,private,Waikamoi,,B,12/10/67,1967,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2615,2301
KYK database,melanocephala,Maui,20.81053037,-156.2419391,EMI,private,Waikamoi,,B,1/10/68,1968,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2616,2302
KYK database,melanocephala,Maui,20.81053037,-156.2419391,EMI,private,Waikamoi,,B,3/10/68,1968,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2617,2303
KYK database,melanocephala,Maui,20.81053037,-156.2419391,EMI,private,Waikamoi,,B,3/29/68,1968,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2618,2304
KYK database,melanocephala,Maui,20.81053037,-156.2419391,EMI,private,Waikamoi,,B,4/11/68,1968,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2619,2305
KYK database,melanocephala,Maui,20.81053037,-156.2419391,EMI,private,Waikamoi,,B,5/9/68,1968,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2620,2306
KYK database,melanocephala,Maui,20.81053037,-156.2419391,EMI,private,Waikamoi,,B,5/10/68,1968,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2621,2307
KYK database,melanocephala,Maui,20.81053037,-156.2419391,EMI,private,Waikamoi,,B,6/20/68,1968,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2622,2308
KYK database,melanocephala,Maui,20.81053037,-156.2419391,EMI,private,Waikamoi,,B,6/28/68,1968,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2623,2309
KYK database,melanocephala,Maui,20.81053037,-156.2419391,EMI,private,Waikamoi,,B,8/29/68,1968,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2624,2310
KYK database,melanocephala,Maui,20.81053037,-156.2419391,EMI,private,Waikamoi,,B,1/21/69,1969,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2625,2311
KYK database,melanocephala,Maui,20.81053037,-156.2419391,EMI,private,Waikamoi,,B,6/12/69,1969,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2627,2313
KYK database,melanocephala,Maui,20.81053037,-156.2419391,EMI,private,Waikamoi,,B,7/24/69,1969,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2628,2314
KYK database,melanocephala,Maui,20.81053037,-156.2419391,EMI,private,Waikamoi,,B,1/29/70,1970,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2629,2315
KYK database,melanocephala,Maui,20.81053037,-156.2419391,EMI,private,Waikamoi,,B,7/21/70,1970,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2630,2316
KYK database,melanocephala,Maui,20.81053037,-156.2419391,EMI,private,Waikamoi,,B,7/22/71,1971,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2631,2317
KYK database,melanocephala,Maui,20.81053037,-156.2419391,EMI,private,Waikamoi,,B,10/9/71,1971,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2632,2318
KYK database,melanocephala,Maui,20.81053037,-156.2419391,EMI,private,Waikamoi,,B,4/23/72,1972,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2633,2319
KYK database,melanocephala,Maui,20.81053037,-156.2419391,EMI,private,Waikamoi,,B,7/26/72,1972,N,,,,,,,,,planitibia,cyrtoloma,,,,,,,,,,,,2634,2322
